,almost_labels,labels,filtered_text,original_text,follower_num,is_appropriate,over_500_followers,tweet_id
267,1,1,"Losers always look for the easiest way out when their grinding in the process. If it mans something to you, if you're that determines to succeed you will do whatever it takes!","Losers always look for the easiest way out when their grinding in the process. If it mans something to you, if you're that determines to succeed you will do whatever it takes! 

#Motivation #Gym #Goals #Dreams #DontQuit #NoExcuses https://t.co/cmRWcOqGtu",42228,TRUE,TRUE,1.16E+18
270,1,1,Never let anything get in between you and your success or happiness.,"Never let anything get in between you and your success or happiness. 

#Motivation https://t.co/PX5CqL4HEL",99248,TRUE,TRUE,1.16E+18
273,0,0,"Jgn tlalu memaksakan diri utk mengikuti tren, jika kita tdk memiliki bentuk tubuh yg proporsional & tidak semua tren busa.","Jgn tlalu memaksakan diri utk mengikuti tren, jika kita tdk memiliki bentuk tubuh yg proporsional &amp; tidak semua tren busa #JUJU #motivation",12354,TRUE,TRUE,1.16E+18
277,1,1,People do not lack strength; they lack will. - Victor Hugo.,"People do not lack strength; they lack will - Victor Hugo
.
#inspiration  #motivation  #success  #manifestation  #LawOfAttraction  #grace  #gratitude  #love  #mercy  #compassion  #forgiveness  #lovingkindness https://t.co/OdL6bX1ARu",2233,TRUE,TRUE,1.16E+18
305,1,1,Monday Motivation! Conquer the week!,Monday Motivation!  Conquer the week! #motivationalquotes #motivation #motivationmonday #motivational #motivationquotes #mondaymotivation #monday #getit #fitness #fitnessmotivation #weightloss #beastmode #loveyourself https://t.co/OPSWntwKDG,589,TRUE,TRUE,1.16E+18
312,1,1,The greatest step towards a life of simplicity is to learn to let go!,The greatest step towards a life of simplicity is to learn to let go! #fitnessgoals #inspiration #Motivation,136999,TRUE,TRUE,1.16E+18
331,1,0,<<< All Change Begins In Your Mind,&lt;&lt;&lt; All Change Begins In Your Mind #motivation https://t.co/JbwTxRzZXd,2709,TRUE,TRUE,1.16E+18
355,1,0,You've got ONE shot at life. just ONE! Don't you dare waste it doing things that keep you average. You should always try a improve on yourself because your potential is limitless.,"You've got ONE shot at life. just ONE! 

Don't you dare waste it doing things that keep you average. You should always try a improve on yourself because your potential is limitless. 

#Greatness #Goals #Progress #Gym #Life #Motivation https://t.co/cZMqmo2rNT",42228,TRUE,TRUE,1.16E+18
363,0,0,Night Night dreamers everywhere.,Night Night dreamers everywhere #Motivation #success https://t.co/e7bUao1BIr,791,TRUE,TRUE,1.16E+18
382,1,1,"All you have to do is put one word after another, and remember how great it feels to be a writer.","All you have to do is put one word after another, and remember how #great it feels to be a writer. #StephanieLennox #happiness #motivation",18637,TRUE,TRUE,1.16E+18
394,1,0,"ThrowbackTuesday TuesdayMotivation TuesdayThoughts. ""Some People Want A Big House, Fast Car & Lots Of Money. Others Just Want A Tiny Cabin In The Woods, Away From Those Kind Of People"" D Wolfe. Babcock SP~West Virginia.","#ThrowbackTuesday #TuesdayMotivation #TuesdayThoughts
""Some People Want A Big House, Fast Car &amp; Lots Of Money.
 Others Just Want A Tiny Cabin In The Woods,
 Away From Those Kind Of People""
D Wolfe
Babcock SP~West Virginia
#photography #travel #motivation #Appalachia #architecture https://t.co/aWHPCdWdzx",593,TRUE,TRUE,1.16E+18
410,1,1,"A quarrel between friends, when made up, adds a new tie to friendship.","A quarrel between friends, when made up, adds a new tie to friendship.
.
#inspiration #motivation https://t.co/SzEZV6RaKh",2059,TRUE,TRUE,1.16E+18
414,1,1,Have a good day.,Have a good day. #happymood #letsdothis #Motivation https://t.co/zs4K8UWdJe,2606,TRUE,TRUE,1.16E+18
423,0,0,"Gambia. Size: 11, 300 km2. Population: 2 101 000. Language: Mandingo, English. Interesting fact: in national elections people cast their votes by dropping stones in specific holes.","Gambia
Size: 11,300 km2
Population: 2 101 000
Language: Mandingo, English
Interesting fact: in national elections people cast their votes by dropping stones in specific holes.

#travel #motivation #funfact #country #travelideas #Tryvium https://t.co/NsO0qWPwhT",6404,TRUE,TRUE,1.15E+18
431,0,0,It's been a good Monday!,It's been a good #Monday! #motivation #MotivationMonday,3357,TRUE,TRUE,1.16E+18
433,1,1,Pull up your socks and step out of your comfort zone. All great things will happen here.,"Pull up your socks and step out of your comfort zone. All great things will happen here. 

#TuesdayMorning #InspirationalQuotes #motivation #quotestoliveby https://t.co/tMr1ktQuH3",573,TRUE,TRUE,1.16E+18
440,1,1,Six MotivationMonday Tips: 1. One goal at a time. 2. Write it Down. 3. Make it achievable. 4. Celebrate your success. 5. Learn from mistakes. 6. Stay hungry.,"Six #MotivationMonday Tips:
1. One goal at a time
2. Write it Down
3. Make it achievable
4. Celebrate your success
5. Learn from mistakes
6. Stay hungry

#LiveUSANA #MondayMotivation #Motivation https://t.co/eiJeaC7DJd",32534,TRUE,TRUE,1.16E+18
449,0,0,Quality questions.,Quality questions. #motivation   #TonyRobbins  #quotes https://t.co/q2POPNEaYo,27652,TRUE,TRUE,1.16E+18
499,1,1,The two most powerful warriors are patience and time. - Leo Tolstoy,The two most powerful warriors are patience and time. - Leo Tolstoy #quoteoftheday #motivation https://t.co/unUoYXopmj,18276,TRUE,TRUE,1.16E+18
528,1,1,You got to read to understand than to fastly reply.,You got to read to understand than to fastly reply #motivation #Tuesdaymotivation,654,TRUE,TRUE,1.16E+18
544,1,1,"There is light ahead, don't let your past decide what your future will be.","There is light ahead, don't let your past decide what your future will be 

#GraphicDesign #SundayMotivation #motivation https://t.co/0LHrZYUZc9",651,TRUE,TRUE,1.16E+18
564,0,0,"Follow for more fitness, motivation, and amazing content!","Follow for more fitness, motivation, and amazing content!
.
#trainlikecain #fitness #obsession #cure #doctor #body #healthy #healthylifestyle #lifegoals #homeworkout #homegym #abworkout #workout #mentalhealth #selfesteem #confidence #discipline #selflove #motivation #beauty #love",784,TRUE,TRUE,1.16E+18
614,1,1,"Winning is important, but only the kind where every player feels that he or she is putting in the best effort.","Winning is important, but only the kind where every player feels that he or she is putting in the best effort.

#motivation #motivationalday #quoteoftheday #quotestoliveby  #womenmotivation #womenquotes #women #positivewords #inspiring #sleektrends #sleektrendsonline https://t.co/4zv2Bd7QxG",3756,TRUE,TRUE,1.16E+18
619,1,0,FitFam You do not get what you want! Get get what you work for!,#FitFam You do not get what you want! Get get what you work for! #fitspo #motivation #GetFITnLEAN https://t.co/aV1Bt6HsJj,2323,TRUE,TRUE,1.16E+18
641,0,0,Asanas mudra yogi.,#asanas  #mudra  yogi  #practice  #motivation https://t.co/5IiW0pMLcz,2589,TRUE,TRUE,1.16E+18
657,0,0,Pensamientos que nos inspiran.,Pensamientos que nos inspiran #DrivenByPassion #KlipXtremeCitas #Quotes #motivation #motivacion https://t.co/kNNQJlXTvg,1753,TRUE,TRUE,1.16E+18
659,1,1,Trust yourself! ~ You can do it!,Trust yourself! ~ You can do it! #leadership #motivation https://t.co/raHXz8I0V1,11026,TRUE,TRUE,1.16E+18
667,1,1,"Don't look back. You can't change your past, but you CAN change your future.","Don't look back. You can't change your past, but you CAN change your future #motivation https://t.co/duNQ2B7k4i",69560,TRUE,TRUE,1.16E+18
672,0,0,"Jika suatu hari kamu merasa sendiri, merasa tak ada yg peduli, ingatlah bahwa Tuhan selalu ada untukmu sepanjang hari.","Jika suatu hari kamu merasa sendiri, merasa tak ada yg peduli, ingatlah bahwa Tuhan selalu ada untukmu sepanjang hari. #JUJU #motivation",12354,TRUE,TRUE,1.16E+18
687,1,1,"""Pain Is Real, But So Is Hope.""","""Pain Is Real, But So Is Hope."" #motivation #quotes #inspiration https://t.co/XwISZKP6gn",4507,TRUE,TRUE,7.74E+17
690,1,1,"For true Leaders, moral obligations are much much more important than the personal ones.","For true Leaders, moral obligations are much much more important than the personal ones.

#Leadership.      #Motivation
#Mindfulness.    #Ethics
#MondayMotivaton 
#MondayThoughts",4166,TRUE,TRUE,1.16E+18
692,1,1,Ability is of little account without opportunity. -Napoleon Bonaparte.,"Ability is of little account without opportunity. -Napoleon Bonaparte
#quote #motivation",44880,TRUE,TRUE,1.16E+18
708,0,0,Lifes 6 rules for success!,"Lifes 6 rules for success!

#MotivationMonday #Motivation https://t.co/Hst4tBEhfe",1237,TRUE,TRUE,1.16E+18
729,0,0,"""Danger High Voltage"" leg muscle photo 3.","""Danger High Voltage"" #leg #muscle photo 3
#SwimTrunks #Quadzilla #fitness #fit #motivation #workout #gym #instagood #fitnessmotivation #healthy #bodybuilding #Buldge #fitspo #training #model #health #instafit #fitfam #exercise #gymlife #cardio https://t.co/Japan8TFie",4855,TRUE,TRUE,1.14E+18
732,0,0,"""Danger High Voltage"" leg muscle photo 2.","""Danger High Voltage"" #leg #muscle photo 2
#SwimTrunks #Quadzilla #fitness #fit #motivation #workout #gym #instagood #fitnessmotivation #healthy #bodybuilding #Buldge #fitspo #training #model #health #instafit #fitfam #exercise #gymlife #cardio https://t.co/SpjHJkTdzo",4855,TRUE,TRUE,1.14E+18
738,0,0,"""Danger High Voltage"" leg muscle photo 1.","""Danger High Voltage"" #leg #muscle photo 1
#SwimTrunks #Quadzilla #fitness #fit #motivation #workout #gym #instagood #fitnessmotivation #healthy #bodybuilding #Buldge #fitspo #training #model #health #instafit #fitfam #exercise #gymlife #cardio https://t.co/vv2HOwJT0p",4855,TRUE,TRUE,1.14E+18
753,1,1,The road is never too long when you are determined to drive along!,"The road is never too long when you are determined to drive along!
#positivevibes
#motivation
#bethechange
#motivationalbooksbyRanjanaKamo
#booksonAmazon
#road
#Haldighati
#Rajasthan https://t.co/Z9GoQ6t5zO",4094,TRUE,TRUE,1.16E+18
758,1,1,Don't just stand there; make something happen.,"Don't just stand there; make something happen.
#Motivation #HappyEntrepreneur https://t.co/WkvJYfi9Qv",23957,TRUE,TRUE,1.16E+18
786,1,1,Progress is making the same mistakes less than you used to.,"Progress is making the same mistakes less than you used to.

#Motivation",117308,TRUE,TRUE,1.16E+18
820,1,1,"With the right approach, every problem has a solution.","With the right approach, every problem has a solution. #Growth #Motivation #87RT https://t.co/XCiRqvuGLl",4114,TRUE,TRUE,1.16E+18
827,0,0,"Rodeate de personas que te impulsen a ser mejor. Lifepointmx lifepointmx training transformation motivation fitcouple fitcamp reto LUNES power en Guadalajara, Jalisco","Rodeate de personas que te impulsen a ser mejor.  
#lifepointmx lifepointmx #training #transformation #motivation #fitcouple #fitcamp #reto #LUNES #power en Guadalajara, Jalisco https://t.co/XgFCkpHEw7",5251,TRUE,TRUE,1.16E+18
849,1,1,"""When something good happens, travel to celebrate. If something bad happens, travel to forget. If nothing happens, travel to make something happen.""","""When something good happens, travel to celebrate.
If something bad happens, travel to forget.
If nothing happens, travel to make something happen.""
#quote #motivation https://t.co/TlSIf4X5eO",5298,TRUE,TRUE,1.16E+18
853,1,1,The best way out is always through. ~Robert Frost,The best way out is always through. ~Robert Frost #quote #motivation,2464,TRUE,TRUE,1.16E+18
863,1,1,"Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young.","Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young.

#Motivation",99248,TRUE,TRUE,1.16E+18
953,1,1,"There is power in the words you choose to use, for you and everyone around you.","There is power in the words you choose to use, for you and everyone around you. #language #power #motivation #reality https://t.co/yD3AnIA4az",751,TRUE,TRUE,1.16E+18
986,0,0,"""Make it happen , Girl. Shock Everyone"".","""Make it happen , Girl. Shock Everyone"".
#MotivationalMondays #Whatisyourgoaltoday #cute #Jayz #Love #MarketMelanin #melanin #cute #Love #Instagood #followme #motivation #motivationmonday #goforit #startoftheweek #peace #instamotivation #instanevergiveup #instalove https://t.co/6HnK2NJKR1",23745,TRUE,TRUE,1.16E+18
1020,0,0,"Comoros. Size: 2, 170 km2. Population: 813 900. Language: Comorian, French and Arabic. Interesting fact: Comoros hosts many endemic animal species, including megabats and Latimeria.","Comoros
Size: 2,170 km2
Population: 813 900
Language: Comorian, French and Arabic
Interesting fact: Comoros hosts many endemic animal species, including megabats and Latimeria

#travel #motivation #funfact #country #travelideas #Tryvium https://t.co/LqLukilC9J",6404,TRUE,TRUE,1.15E+18
1029,0,0,Wonderful!,"Wonderful!
#inspiration #motivation https://t.co/UjMK6O37Jy",1875,TRUE,TRUE,1.16E+18
1035,0,0,"Tuhan berikan cobaan hanya tuk jadikanmu pribadi yg kuat. Percaya, Tuhan memiliki rencana tuk hidupmu. Itu yg kamu perlu.","Tuhan berikan cobaan hanya tuk jadikanmu pribadi yg kuat. Percaya, Tuhan memiliki rencana tuk hidupmu. Itu yg kamu perlu  #JUJU #motivation",12354,TRUE,TRUE,1.16E+18
1053,1,1,"Sometimes you will never know the value of something, until it becomes a memory.","Sometimes you will never know the value of something,until it becomes a memory.
.
#inspiration #motivation https://t.co/63rtJ69FUZ",2059,TRUE,TRUE,1.16E+18
1060,1,1,Struggles can make you stronger and wiser.. They can make you rather than break you.,"Struggles can make you stronger and wiser..They can make you rather than break you.
#motivation https://t.co/5p8aUsZSbj",10585,TRUE,TRUE,1.16E+18
1087,1,1,"Stay strong! Your test will become your test-imony, your mess will become your mess-age.","Stay strong! Your test will become your test-imony, your mess will become your mess-age.#Truth #Past #Present #Future #Motivation #Inspiration #Encouragement #QuoteOfTheDay #Quote #Wisdom #success #goodness #simple #openminds. #success #life #work #future #money #learning #t…",522,TRUE,TRUE,1.16E+18
1093,1,1,If you keep looking back you are actually stuck there. By doing it you can't even see forward let alone head that way.,"If you keep looking back you are actually stuck there. By doing it you can't even see forward let alone head that way. 

.

#motivation #growth 
#mindful #livenow https://t.co/Lzw9EB6SHj",35864,TRUE,TRUE,1.16E+18
1106,1,1,"Blessed is he who has found his work; let him ask no other blessedness. - Thomas Carlyle, 1795-1881.","Blessed is he who has found his work; let him ask no other blessedness. 

- Thomas Carlyle, 1795-1881

#tbt #Tuesday #tuesdaymotivation #motivation #work #blessed #happy #happiness #worth #belief https://t.co/EYERmwqL7C",749,TRUE,TRUE,1.16E+18
1115,1,1,Knowing one's worth can change everything.,"Knowing one's worth can change everything. 

#quoteoftheday #quotetoliveby #life #motivation #tagsforlikes #follow #efinancialmodels https://t.co/y8K0sYWKLA",5717,TRUE,TRUE,1.16E+18
1143,1,1,"There is only one way to avoid criticism: do nothing, say nothing and be nothing. - Aristotle","There is only one way to avoid criticism: do nothing, say nothing and be nothing. - Aristotle #motivation https://t.co/NxiuOh5FBh",36130,TRUE,TRUE,1.16E+18
1183,1,1,"""Love is caring about each other!""","""Love is caring about each other!""
#motivation  #love https://t.co/AHAN04YjIo",103227,TRUE,TRUE,1.16E+18
1185,1,1,98% of your problems would be solved if you stop overthinking things.,98% of your problems would be solved if you stop overthinking things. #positivity #mindfulness #motivation https://t.co/iP3Gp6qhzO,9450,TRUE,TRUE,1.08E+18
1188,1,1,Watch out for that negative self talk out there today!,Watch out for that negative self talk out there today! #positivity #mindfulness #motivation https://t.co/d2GhHm53hn,9450,TRUE,TRUE,1.08E+18
1189,1,1,"When you say yes to others, make sure you are not saying no to yourself.","When you say yes to others, make sure you are not saying no to yourself. #positivity #mindfulness #motivation https://t.co/uUay2U6H9d",9450,TRUE,TRUE,1.08E+18
1192,1,1,The best feeling in the world is watching things finally fall into place after watching them fall apart for so long.,The best feeling in the world is watching things finally fall into place after watching them fall apart for so long. #positivity #mindfulness #motivation https://t.co/nttRQIvbPt,9450,TRUE,TRUE,1.12E+18
1215,1,1,Success usually comes to those who are too busy to be looking for it. -- Henry David Thoreau,"Success usually comes to those who are too busy to be looking for it.
-- Henry David Thoreau #Motivation",9508,TRUE,TRUE,1.16E+18
1218,0,0,Take Action! and Start your own Business new book by Eddie de Jong,Take Action! and Start your own Business new book by Eddie de Jong #motivation https://t.co/CEMAaahwtz,4647,TRUE,TRUE,1.16E+18
1231,0,0,Welcome to..,Welcome to..#motivation #movitionalmonday #kevincadle #gratitude #grateful #loveyourself https://t.co/5yqAIFOfYa,5414,TRUE,TRUE,1.16E+18
1261,1,1,Be consistent each and everyday!,Be consistent each and everyday! #Motivation #inspiration https://t.co/osup5hBbfI,1529,TRUE,TRUE,1.16E+18
1297,1,1,Always be open-minded to learning from the wisdom and life experiences of others.,"Always be open-minded to learning from the wisdom and life experiences of others.

#Motivation https://t.co/KpUEn69je0",99248,TRUE,TRUE,1.16E+18
1312,0,0,"DJ Queen Agnes at the 2019 B. O. S. S. CaJoKai Women's Empowerment Event | Dallas, Texas","DJ Queen Agnes at the 2019 B.O.S.S. CaJoKai Women's Empowerment Event | Dallas, Texas #DJQueenAgnes  #BOSS #womenempowerment #cajokai #cebc #cajokaipromo #marketing #promo #businesswoman #networking #branding #positivity #motivation #women #a3c #business #sxsw #a3c #cochella https://t.co/woahtaRX8E",538,TRUE,TRUE,1.16E+18
1320,1,1,The student who never made a mistake never learned anything.,"The student who never made a mistake never learned anything. 
#learning #Motivation",1863,TRUE,TRUE,1.16E+18
1340,1,0,Quote Time is free but its priceless. U can't own it & u use it or lose it daily. U can't keep it but u do spend it. - Cheryl Janecky,#quote Time is free but its priceless. U can't own it &amp; u use it or lose it daily. U can't keep it but u do spend it. - Cheryl Janecky #motivation,21737,TRUE,TRUE,1.16E+18
1377,0,0,Just do it. Happpppppppy Sunday,Just do it. Happpppppppy Sunday #Motivation #success https://t.co/fymMWtQE83,791,TRUE,TRUE,1.16E+18
1388,0,0,Berhentilah mengeluh tentang hidup yang tak kamu inginkan. Mulailah menjalankan hidup yang kamu inginkan. Ini hidupmu!,Berhentilah mengeluh tentang hidup yang tak kamu inginkan. Mulailah menjalankan hidup yang kamu inginkan. Ini hidupmu! #JUJU #motivation,12354,TRUE,TRUE,1.16E+18
1441,1,0,Fitfam 6 Months from now you would have wished you started Today!!,#Fitfam 6 Months from now you would have wished you started Today!! #Fitspo #motivation #GetFITnLEAN https://t.co/kwJgP0rvD3,2323,TRUE,TRUE,1.16E+18
1462,1,1,"Get to the core of the issue. ""Your pain is the breaking of the shell that encloses your understanding."" Khalil Gibran","Get to the core of the issue. ""Your pain is the breaking of the shell that encloses your understanding."" Khalil Gibran #motivation",615,TRUE,TRUE,1.16E+18
1463,1,1,There is always a way to go if you look for it. -Ernest A. Fitzgerald.,"There is always a way to go if you look for it. -Ernest A. Fitzgerald
#quote #motivation",44880,TRUE,TRUE,1.16E+18
1467,1,1,It always gets better. Summer always follows winter. Good times also follow hardship.,"It always gets better 
Summer always follows winter 
Good times also follow hardship 
#motivation #lawofattraction #thesecret #FreeTips #cbd #coffeetime #financialfreedom #dream #love https://t.co/knxTUwgDWv",901,TRUE,TRUE,1.14E+18
1505,1,1,Always keep a patch of sky above your life.,Always keep a patch of #sky above your #life. #Ninjalifeguard #JorgeLPosada #quotes #mondaythoughts #Gratitude #inspire #motivation #VeganAthlete #AmericanNinjaWarrior #strength #endurance #athlete #focus #MindfulMonday #Beachlife #energy #usa #Dreambig #win https://t.co/H3CpIcIRUb,648,TRUE,TRUE,1.16E+18
1522,1,1,"Team Work Makes The Dream Work! The More People You Help, The More People Will Help You..","Team Work Makes The Dream Work! The More People You Help, The More People Will Help You.. 

#Motivation https://t.co/y7fXG3cNSh",42228,TRUE,TRUE,7.84E+17
1540,0,0,"Short film ""FUTURE BOYFRIEND"" by Ben Rock - In The Screening Room. - IFP 168","Short film ""FUTURE BOYFRIEND"" by Ben Rock - In The Screening Room - IFP 168 #IndieFilmPlace #indie #film #shortflm #motivation #webseries #SupportIndieFilm #film #filmmaking #indiefilm #screenwriting #production #actor #director #camera #Sci-Fi https://t.co/OFicD9gbM7",856,TRUE,TRUE,1.16E+18
1577,1,0,"SuccessTRAIN Whatever you do, do it well. | Abraham Lincoln |","#SuccessTRAIN Whatever you do, do it well. | Abraham Lincoln | #Motivation #Success https://t.co/mOiqziQgWJ",238960,TRUE,TRUE,1.16E+18
1651,1,1,"An empty vessel makes the loudest sound, so they that have the least wit are the greatest babblers. - Plato","An empty vessel makes the loudest sound, so they that have the least wit are the greatest babblers. - Plato #NaNoWriMo #Motivation #Qotd",883,TRUE,TRUE,1.16E+18
1656,1,1,"""Maybe the trail is not there to intimidate you. Maybe they blaze that trail so you would know where to go.""","""Maybe the trail is not there to intimidate you. Maybe they blaze that trail so you would know where to go.""

#motivation #MotivationalMonday #motivational #monday #mondaymood #mondaymorning #rachelhollis #inspire 
#InspirationalQuotes #mondaythoughts https://t.co/bHfi5b5t42",535,TRUE,TRUE,1.16E+18
1664,1,0,Have a great start to the week. Let actions do the talking 2make a positive difference in ur life as well as others.,"Have a great start to the week.
Let actions do the talking 2make a positive difference in ur life as well as others. 
#SuccessTRAIN #courage #motivation #lifecoach #personaldevelopment #thriveTOGETHER 
#MondayMorning #MondayMotivaton #mondaythoughts #Time #JoyTrain #mindfulness https://t.co/nDB39vLfcM",3360,TRUE,TRUE,1.16E+18
1727,1,0,Fitfam The Sweat! The Time! The Devotion! It Pays Off!,#Fitfam The Sweat! The Time! The Devotion! It Pays Off! #motivation #fitness #wellness #goals #GetFITnLEAN https://t.co/qGGSqhPSn6,2323,TRUE,TRUE,1.16E+18
1729,0,0,Hello Monday!,Hello Monday! #motivation #motivationmonday #mondays https://t.co/FIYqgiF1bP,9616,TRUE,TRUE,1.16E+18
1739,1,1,Gratitude is absolutely the way to bring more into your life. - Joe Vitale.,"Gratitude is absolutely the way to bring more into your life. - Joe Vitale 
#success
#Motivation https://t.co/bJeACCfwa7",99496,TRUE,TRUE,1.16E+18
1740,1,1,"Don't be discouraged by slow progress, always continue moving forward toward your goals.","Don't be discouraged by slow progress, always continue moving forward toward your goals. 

#Motivation https://t.co/LiYFmc4SId",99248,TRUE,TRUE,1.16E+18
1774,0,0,"Tuhan tak meminta kita untuk selalu berhasil, DIA hanya meminta kita untuk mau mencoba. Dan jangan pernah menyerah!","Tuhan tak meminta kita untuk selalu berhasil, DIA hanya meminta kita untuk mau mencoba. Dan jangan pernah menyerah! #JUJU #motivation",12354,TRUE,TRUE,1.16E+18
1833,0,0,Happy Monday,Happy Monday #motivation https://t.co/r9nOH8PIhC,4868,TRUE,TRUE,1.16E+18
1840,1,1,There are times when silence has the loudest voice. -Leroy Brownlow.,"There are times when silence has the loudest voice. -Leroy Brownlow
#quote #motivation",44880,TRUE,TRUE,1.16E+18
1932,1,1,Do the things that give you that spark.,"Do the things that give you that spark

#growthmindset #positivity #motivation https://t.co/HPv0gFmEsI",3928,TRUE,TRUE,1.16E+18
1942,1,1,Success is achieved and maintained by those who try and keep trying.,Success is achieved and maintained by those who try and keep trying #motivation #success https://t.co/MJS54IvCeJ,10273,TRUE,TRUE,1.16E+18
1969,1,1,"If you work it, you earn it. When you hit your workout, don't cheat yourself by only giving 50%. You started it to so never give anything less than your all..","If you work it, you earn it. When you hit your workout, don't cheat yourself by only giving 50%. You started it to so never give anything less than your all.. 

#Workout #Gym #Sweat #Progress #Motivation https://t.co/jYUCHZvXjR",42228,TRUE,TRUE,1.16E+18
1972,1,0,Determination always earns respect Massachusetts !!,Determination always earns respect #Massachusetts !! #motivation https://t.co/QWXVmos9fo,520,TRUE,TRUE,1.16E+18
1973,1,1,It's not what you do; It's the joy you bring to what you do.,It's not what you do; It's the joy you bring to what you do. #Motivation #joyful #positivity https://t.co/bUKVujOe3T,2950,TRUE,TRUE,1.16E+18
1996,1,1,The less you respond to negative people the more peaceful your life will become.,The less you respond to negative people the more peaceful your life will become.  #motivation #peace https://t.co/8V9IVX12RY,1644,TRUE,TRUE,1.16E+18
